qid,question,context,QL,CL,QX,CX,CAR,CCL,CFK,CGF,CDC,Sim,Sim_Max,AS,AS_relative,PA,QT,y_question_F1,y_question_BERT,y_question_EditDist,Jaccard,Recall,Precision,F1,EditDist,EM,BERT
66,Which prestigious prize does the School of Architecture at Notre Dame give out?,"The School of Architecture was established in 1899, although degrees in architecture were first awarded by the university in 1898. Today the school, housed in Bond Hall, offers a five-year undergraduate program leading to the Bachelor of Architecture degree. All undergraduate students study the third year of the program in Rome. The university is globally recognized for its Notre Dame School of Architecture, a faculty that teaches (pre-modernist) traditional and classical architecture and urban planning (e.g. following the principles of New Urbanism and New Classical Architecture). It also awards the renowned annual Driehaus Architecture Prize.",16,128,28.384615384615387,52.67543859649123,13.308877192982457,15.84726315789473,10.707105263157896,15.175438596491228,8.43101754385965,0.4696791172027588,0.49250516295433044,624,0.1688963210702341,1.0150263365177958,-1,0.0,0.5326712131500244,20,1.0,1.0,1.0,1.0,0,1,1.0
182,How many copies did Crazy in Love sell?,"Her debut single, ""Crazy in Love"" was named VH1's ""Greatest Song of the 2000s"", NME's ""Best Track of the 00s"" and ""Pop Song of the Century"", considered by Rolling Stone to be one of the 500 greatest songs of all time, earned two Grammy Awards and is one of the best-selling singles of all time at around 8 million copies. The music video for ""Single Ladies (Put a Ring on It)"", which achieved fame for its intricate choreography and its deployment of jazz hands, was credited by the Toronto Star as having started the ""first major dance craze of both the new millennium and the Internet"", triggering a number of parodies of the dance choreography and a legion of amateur imitators on YouTube. In 2013, Drake released a single titled ""Girls Love Beyoncé"", which featured an interpolation from Destiny Child's ""Say My Name"" and discussed his relationship with women. In January 2012, research scientist Bryan Lessard named Scaptia beyonceae, a species of horse fly found in Northern Queensland, Australia after Beyoncé due to the fly's unique golden hairs on its abdomen. In July 2014, a Beyoncé exhibit was introduced into the ""Legends of Rock"" section of the Rock and Roll Hall of Fame. The black leotard from the ""Single Ladies"" video and her outfit from the Super Bowl half time performance are among several pieces housed at the museum.",9,350,8.0,60.29256080114449,19.515207439198853,10.34957081545064,15.609077253218889,19.310157367668097,7.686433762517884,0.32328373193740845,0.35797205567359924,297,0.4416909620991253,1.15876563978697,-1,0.2857142857142857,0.6735197305679321,15,0.75,0.75,1.0,0.8571428571428571,7,0,0.8013471961021423
165,How many awards did Beyoncé win at the 57th Annual Grammys?,"At the 57th Annual Grammy Awards in February 2015, Beyoncé was nominated for six awards, ultimately winning three: Best R&B Performance and Best R&B Song for ""Drunk in Love"", and Best Surround Sound Album for Beyoncé. She was nominated for Album of the Year but the award was won by Beck for his Morning Phase album. In August, the cover of the September issue of Vogue magazine was unveiled online, Beyoncé as the cover star, becoming the first African-American artist and third African-American woman in general to cover the September issue. She headlined the 2015 Made in America festival in early September and also the Global Citizen Festival later that month. Beyoncé made an uncredited featured appearance on the track ""Hymn for the Weekend"" by British rock band Coldplay, on their seventh studio album A Head Full of Dreams (2015), which saw release in December. On January 7, 2016, Pepsi announced Beyoncé would perform alongside Coldplay at Super Bowl 50 in February. Knowles has previously performed at four Super Bowl shows throughout her career, serving as the main headliner of the 47th Super Bowl halftime show in 2013.",19,261,29.181818181818183,52.93233082706767,14.898165413533839,11.552736842105261,12.447293233082707,15.278195488721805,7.496075187969925,0.43003061413764954,0.5025337338447571,108,0.2331730769230769,1.014012907387422,-1,0.0,0.760473370552063,3,1.0,1.0,1.0,1.0,0,1,1.0
78,On what date was Beyonce born?,"Beyoncé Giselle Knowles-Carter (/biːˈjɒnseɪ/ bee-YON-say) (born September 4, 1981) is an American singer, songwriter, record producer and actress. Born and raised in Houston, Texas, she performed in various singing and dancing competitions as a child, and rose to fame in the late 1990s as lead singer of R&B girl-group Destiny's Child. Managed by her father, Mathew Knowles, the group became one of the world's best-selling girl groups of all time. Their hiatus saw the release of Beyoncé's debut album, Dangerously in Love (2003), which established her as a solo artist worldwide, earned five Grammy Awards and featured the Billboard Hot 100 number-one singles ""Crazy in Love"" and ""Baby Boy"".",9,195,22.666666666666668,54.79867256637168,15.57809734513274,11.754070796460173,12.239889380530972,15.193805309734513,8.248191150442478,0.27134186029434204,0.31431645154953003,64,0.3346456692913386,1.0026953664226887,-1,0.25,0.9019179940223694,10,1.0,1.0,1.0,1.0,0,1,1.0
186,Where did Destiny's Child get their name from?,"The group changed their name to Destiny's Child in 1996, based upon a passage in the Book of Isaiah. In 1997, Destiny's Child released their major label debut song ""Killing Time"" on the soundtrack to the 1997 film, Men in Black. The following year, the group released their self-titled debut album, scoring their first major hit ""No, No, No"". The album established the group as a viable act in the music industry, with moderate sales and winning the group three Soul Train Lady of Soul Awards for Best R&B/Soul Album of the Year, Best R&B/Soul or Rap New Artist, and Best R&B/Soul Single for ""No, No, No"". The group released their multi-platinum second album The Writing's on the Wall in 1999. The record features some of the group's most widely known songs such as ""Bills, Bills, Bills"", the group's first number-one single, ""Jumpin' Jumpin'"" and ""Say My Name"", which became their most successful song at the time, and would remain one of their signature songs. ""Say My Name"" won the Best R&B Performance by a Duo or Group with Vocals and the Best R&B Song at the 43rd Annual Grammy Awards. The Writing's on the Wall sold more than eight million copies worldwide. During this time, Beyoncé recorded a duet with Marc Nelson, an original member of Boyz II Men, on the song ""After All Is Said and Done"" for the soundtrack to the 1999 film, The Best Man.",12,359,20.11111111111111,39.77777777777778,12.18436888888889,7.787320000000001,10.016933333333334,13.03111111111111,6.367417777777778,0.2979709804058075,0.45812293887138367,85,0.082942097026604,1.139825741545416,-1,0.0,0.4094455242156982,15,0.375,0.75,0.4285714285714285,0.5454545454545454,18,0,0.6786652207374573
177,The Lobund Institute was merged into the Department of Biology at Notre Dame in what year?,"The Lobund Institute grew out of pioneering research in germ-free-life which began in 1928. This area of research originated in a question posed by Pasteur as to whether animal life was possible without bacteria. Though others had taken up this idea, their research was short lived and inconclusive. Lobund was the first research organization to answer definitively, that such life is possible and that it can be prolonged through generations. But the objective was not merely to answer Pasteur's question but also to produce the germ free animal as a new tool for biological and medical research. This objective was reached and for years Lobund was a unique center for the study and production of germ free animals and for their use in biological and medical investigations. Today the work has spread to other universities. In the beginning it was under the Department of Biology and a program leading to the master's degree accompanied the research program. In the 1940s Lobund achieved independent status as a purely research organization and in 1950 was raised to the status of an Institute. In 1958 it was brought back into the Department of Biology as integral part of that department, but with its own program leading to the degree of PhD in Gnotobiotics.",20,258,34.75,48.08679245283019,12.18679245283019,11.56811320754717,10.544981132075474,13.951698113207549,6.637604905660378,0.47421202063560486,0.5563375353813171,1099,0.0153609831029185,1.0051536526382134,-1,0.0,0.6926696300506592,2,1.0,1.0,1.0,1.0,0,1,0.9999998211860656
56,How has L.A. Reid described her?,"Beyoncé has received praise for her stage presence and voice during live performances. Jarett Wieselman of the New York Post placed her at number one on her list of the Five Best Singer/Dancers. According to Barbara Ellen of The Guardian Beyoncé is the most in-charge female artist she's seen onstage, while Alice Jones of The Independent wrote she ""takes her role as entertainer so seriously she's almost too good."" The ex-President of Def Jam L.A. Reid has described Beyoncé as the greatest entertainer alive. Jim Farber of the Daily News and Stephanie Classen of Star Phoenix both praised her strong voice and her stage presence.",10,154,22.666666666666668,44.76448598130841,11.85158878504673,11.037102803738314,9.408336448598131,13.41981308411215,7.1118138317757005,0.38124406337738037,0.4103926420211792,484,0.0896414342629482,1.1255806715073695,-1,0.0,0.429618239402771,22,1.0,1.0,1.0,1.0,0,1,0.9999999403953552
152,Who helped Beyoncé earn a Grammy award for Best R&B Performance by a Duo or Group at the 46th annual Grammy Awards?,"Beyoncé's first solo recording was a feature on Jay Z's ""'03 Bonnie & Clyde"" that was released in October 2002, peaking at number four on the U.S. Billboard Hot 100 chart. Her first solo album Dangerously in Love was released on June 24, 2003, after Michelle Williams and Kelly Rowland had released their solo efforts. The album sold 317,000 copies in its first week, debuted atop the Billboard 200, and has since sold 11 million copies worldwide. The album's lead single, ""Crazy in Love"", featuring Jay Z, became Beyoncé's first number-one single as a solo artist in the US. The single ""Baby Boy"" also reached number one, and singles, ""Me, Myself and I"" and ""Naughty Girl"", both reached the top-five. The album earned Beyoncé a then record-tying five awards at the 46th Annual Grammy Awards; Best Contemporary R&B Album, Best Female R&B Vocal Performance for ""Dangerously in Love 2"", Best R&B Song and Best Rap/Sung Collaboration for ""Crazy in Love"", and Best R&B Performance by a Duo or Group with Vocals for ""The Closer I Get to You"" with Luther Vandross.",33,296,31.695652173913043,45.4741641337386,12.617348024316108,8.867393617021275,10.76407294832827,14.35987841945289,8.135252583586626,0.5047231912612915,0.6344364285469055,1042,0.5968586387434555,1.0102448448511474,-1,0.0,0.3540293276309967,14,0.6666666666666666,0.6666666666666666,1.0,0.8,1,0,0.8861501216888428
82,Who managed the Destiny's Child group?,"Beyoncé Giselle Knowles-Carter (/biːˈjɒnseɪ/ bee-YON-say) (born September 4, 1981) is an American singer, songwriter, record producer and actress. Born and raised in Houston, Texas, she performed in various singing and dancing competitions as a child, and rose to fame in the late 1990s as lead singer of R&B girl-group Destiny's Child. Managed by her father, Mathew Knowles, the group became one of the world's best-selling girl groups of all time. Their hiatus saw the release of Beyoncé's debut album, Dangerously in Love (2003), which established her as a solo artist worldwide, earned five Grammy Awards and featured the Billboard Hot 100 number-one singles ""Crazy in Love"" and ""Baby Boy"".",10,195,35.57142857142857,54.79867256637168,15.57809734513274,11.754070796460173,12.239889380530972,15.193805309734513,8.248191150442478,0.35286659002304077,0.41273894906044006,360,0.9958915365653246,1.0825138843095723,-1,0.0,0.5330848693847656,12,1.0,1.0,1.0,1.0,0,1,1.0
68,"Ronald Reagan had a nickname, what was it?","In the film Knute Rockne, All American, Knute Rockne (played by Pat O'Brien) delivers the famous ""Win one for the Gipper"" speech, at which point the background music swells with the ""Notre Dame Victory March"". George Gipp was played by Ronald Reagan, whose nickname ""The Gipper"" was derived from this role. This scene was parodied in the movie Airplane! with the same background music, only this time honoring George Zipp, one of Ted Striker's former comrades. The song also was prominent in the movie Rudy, with Sean Astin as Daniel ""Rudy"" Ruettiger, who harbored dreams of playing football at the University of Notre Dame despite significant obstacles.",11,177,20.5,41.044444444444444,12.178611111111117,11.33398148148148,8.676592592592595,11.602962962962962,7.650526666666668,0.35214927792549133,0.4331643879413605,267,0.425531914893617,1.035292177135737,-1,0.0,0.4545527696609497,10,1.0,1.0,1.0,1.0,0,1,1.0000001192092896
124,Beyonce starred with Cuba Gooding Jr. in which film?,"In July 2002, Beyoncé continued her acting career playing Foxxy Cleopatra alongside Mike Myers in the comedy film, Austin Powers in Goldmember, which spent its first weekend atop the US box office and grossed $73 million. Beyoncé released ""Work It Out"" as the lead single from its soundtrack album which entered the top ten in the UK, Norway, and Belgium. In 2003, Beyoncé starred opposite Cuba Gooding, Jr., in the musical comedy The Fighting Temptations as Lilly, a single mother whom Gooding's character falls in love with. The film received mixed reviews from critics but grossed $30 million in the U.S. Beyoncé released ""Fighting Temptation"" as the lead single from the film's soundtrack album, with Missy Elliott, MC Lyte, and Free which was also used to promote the film. Another of Beyoncé's contributions to the soundtrack, ""Summertime"", fared better on the US charts.",15,235,42.333333333333336,56.5972602739726,15.816712328767125,11.493013698630136,12.608958904109588,15.789589041095889,8.802566575342466,0.4717411398887634,0.6816330552101135,431,0.0844490216271884,1.0132809598574246,-1,0.0,0.413181871175766,18,1.0,1.0,1.0,1.0,0,1,1.0
16,Beyonce has a clothing line known as what?,"In 2006, the animal rights organization People for the Ethical Treatment of Animals (PETA), criticized Beyoncé for wearing and using fur in her clothing line House of Deréon. In 2011, she appeared on the cover of French fashion magazine L'Officiel, in blackface and tribal makeup that drew criticism from the media. A statement released from a spokesperson for the magazine said that Beyoncé's look was ""far from the glamorous Sasha Fierce"" and that it was ""a return to her African roots"".",12,122,33.0,52.943089430894304,14.867642276422764,11.403170731707313,12.33829268292683,16.29918699186992,7.132562601626017,0.41749072074890137,0.46666884422302246,158,0.2277486910994764,1.008053951817352,-1,0.0,0.1911423504352569,12,1.0,1.0,1.0,1.0,0,1,1.0
148,Who is Beyoncé married to?,"Following the disbandment of Destiny's Child in June 2005, she released her second solo album, B'Day (2006), which contained hits ""Déjà Vu"", ""Irreplaceable"", and ""Beautiful Liar"". Beyoncé also ventured into acting, with a Golden Globe-nominated performance in Dreamgirls (2006), and starring roles in The Pink Panther (2006) and Obsessed (2009). Her marriage to rapper Jay Z and portrayal of Etta James in Cadillac Records (2008) influenced her third album, I Am... Sasha Fierce (2008), which saw the birth of her alter-ego Sasha Fierce and earned a record-setting six Grammy Awards in 2010, including Song of the Year for ""Single Ladies (Put a Ring on It)"". Beyoncé took a hiatus from music in 2010 and took over management of her career; her fourth album 4 (2011) was subsequently mellower in tone, exploring 1970s funk, 1980s pop, and 1990s soul. Her critically acclaimed fifth studio album, Beyoncé (2013), was distinguished from previous releases by its experimental production and exploration of darker themes.",10,266,45.0,55.18136645962733,18.132236024844723,12.608571428571427,14.411478260869568,18.345838509316774,9.345008198757764,0.2954542636871338,0.37856870889663696,369,0.5913978494623656,1.0047787338344627,-1,0.0,0.4701866805553436,6,1.0,1.0,1.0,1.0,0,1,0.9999999403953552
93,In what year was the College of Engineering at Notre Dame formed?,"The College of Engineering was established in 1920, however, early courses in civil and mechanical engineering were a part of the College of Science since the 1870s. Today the college, housed in the Fitzpatrick, Cushing, and Stinson-Remick Halls of Engineering, includes five departments of study – aerospace and mechanical engineering, chemical and biomolecular engineering, civil engineering and geological sciences, computer science and engineering, and electrical engineering – with eight B.S. degrees offered. Additionally, the college offers five-year dual degree programs with the Colleges of Arts and Letters and of Business awarding additional B.A. and Master of Business Administration (MBA) degrees, respectively.",14,151,28.666666666666668,65.25454545454545,16.96787878787879,18.322323232323225,13.467353535353539,16.404848484848486,9.116322424242425,0.42787596583366394,0.5271065831184387,46,0.543035993740219,1.0027284701208974,-1,0.0,0.7405231595039368,3,1.0,1.0,1.0,1.0,0,1,0.9999999403953552
65,"Which friend learned from Beyonce while preparing for the film, ""Country Strong?""","Beyoncé's work has influenced numerous artists including Adele, Ariana Grande, Lady Gaga, Bridgit Mendler, Rihanna, Kelly Rowland, Sam Smith, Meghan Trainor, Nicole Scherzinger, Rita Ora, Zendaya, Cheryl Cole, JoJo, Alexis Jordan, Jessica Sanchez, and Azealia Banks. American indie rock band White Rabbits also cited her an inspiration for their third album Milk Famous (2012), friend Gwyneth Paltrow studied Beyoncé at her live concerts while learning to become a musical performer for the 2010 film Country Strong. Nicki Minaj has stated that seeing Beyoncé's Pepsi commercial influenced her decision to appear in the company's 2012 global campaign.",19,176,45.333333333333336,66.33333333333334,20.380303030303033,14.94222222222222,14.920404040404044,17.644444444444446,11.525486868686869,0.4471651315689087,0.5228335857391357,385,0.0362400906002265,1.0006609262932342,-1,0.0,0.2983714044094085,13,1.0,1.0,1.0,1.0,0,1,1.0
60,Where did Suga Mama band make their first appearance?,"In 2006, Beyoncé introduced her all-female tour band Suga Mama (also the name of a song in B'Day) which includes bassists, drummers, guitarists, horn players, keyboardists and percussionists. Her background singers, The Mamas, consist of Montina Cooper-Donnell, Crystal Collins and Tiffany Moniqué Riddick. They made their debut appearance at the 2006 BET Awards and re-appeared in the music videos for ""Irreplaceable"" and ""Green Light"". The band have supported Beyoncé in most subsequent live performances, including her 2007 concert tour The Beyoncé Experience, 2009–2010 I Am... World Tour and 2013–2014 The Mrs. Carter Show World Tour.",11,172,20.11111111111111,58.48684210526316,15.978157894736846,14.866842105263157,11.434605263157895,15.815789473684212,8.989894736842107,0.3966197669506073,0.41422662138938904,347,0.8038768529076397,1.1141520930949873,-1,0.0,0.4110032021999359,14,1.0,1.0,1.0,1.0,0,1,1.0
84,What sits on top of the Main Building at Notre Dame?,"Architecturally, the school has a Catholic character. Atop the Main Building's gold dome is a golden statue of the Virgin Mary. Immediately in front of the Main Building and facing it, is a copper statue of Christ with arms upraised with the legend ""Venite Ad Me Omnes"". Next to the Main Building is the Basilica of the Sacred Heart. Immediately behind the basilica is the Grotto, a Marian place of prayer and reflection. It is a replica of the grotto at Lourdes, France where the Virgin Mary reputedly appeared to Saint Bernadette Soubirous in 1858. At the end of the main drive (and in a direct line that connects through 3 statues and the Gold Dome), is a simple, modern stone statue of Mary.",14,179,20.090909090909093,34.65714285714286,8.373291428571427,8.624479999999998,6.950285714285716,9.382857142857144,6.822754285714286,0.43253248929977417,0.5234817862510681,92,0.2394526795895097,1.316177513648235,-1,0.0,0.4401870369911194,23,0.0,0.0,0.0,0.0,27,0,0.4500391483306885
67,"In what film did a parody of the ""Win one for the Gipper"" speech appear?","In the film Knute Rockne, All American, Knute Rockne (played by Pat O'Brien) delivers the famous ""Win one for the Gipper"" speech, at which point the background music swells with the ""Notre Dame Victory March"". George Gipp was played by Ronald Reagan, whose nickname ""The Gipper"" was derived from this role. This scene was parodied in the movie Airplane! with the same background music, only this time honoring George Zipp, one of Ted Striker's former comrades. The song also was prominent in the movie Rudy, with Sean Astin as Daniel ""Rudy"" Ruettiger, who harbored dreams of playing football at the University of Notre Dame despite significant obstacles.",21,177,15.0,41.044444444444444,12.178611111111117,11.33398148148148,8.676592592592595,11.602962962962962,7.650526666666668,0.5116989612579346,0.5634821057319641,344,0.0952380952380952,1.0051652104715536,-1,0.0,0.3754881918430328,17,1.0,1.0,1.0,1.0,0,1,1.0
125,Back-to-school shopping was introduced in what year of Beyonce's clothing line?,"In 2005, Beyoncé teamed up with House of Brands, a shoe company, to produce a range of footwear for House of Deréon. In January 2008, Starwave Mobile launched Beyoncé Fashion Diva, a ""high-style"" mobile game with a social networking component, featuring the House of Deréon collection. In July 2009, Beyoncé and her mother launched a new junior apparel label, Sasha Fierce for Deréon, for back-to-school selling. The collection included sportswear, outerwear, handbags, footwear, eyewear, lingerie and jewelry. It was available at department stores including Macy's and Dillard's, and specialty stores Jimmy Jazz and Against All Odds. On May 27, 2010, Beyoncé teamed up with clothing store C&A to launch Deréon by Beyoncé at their stores in Brazil. The collection included tailored blazers with padded shoulders, little black dresses, embroidered tops and shirts and bandage dresses.",20,236,53.666666666666664,53.04761904761905,12.830403726708077,13.19528985507246,8.943498964803311,12.523395445134577,9.559350310559005,0.4690990447998047,0.5558592677116394,294,0.4439746300211416,1.002408212843722,-1,0.0,0.8827295899391174,4,1.0,1.0,1.0,1.0,0,1,1.0
