qid,True Answer,Predicted Answer,Jaccard,Recall,Precision,F1,EditDist,EM,BERT,Perp_ans,IDK
62,2006,2006,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.2651837006106823,0
63,Feria hair color advertisements,Feria hair color advertisements,1.0,1.0,1.0,1.0,0,1,1.0,1.1041483451030216,0
64,work,work,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.4009376605011965,0
65,Gwyneth Paltrow,Gwyneth Paltrow,1.0,1.0,1.0,1.0,0,1,1.0,1.0006609262932342,0
66,Driehaus Architecture Prize,Driehaus Architecture Prize,1.0,1.0,1.0,1.0,0,1,1.0,1.0150263365177958,0
67,Airplane!,Airplane!,1.0,1.0,1.0,1.0,0,1,1.0,1.0051652104715536,0
68,The Gipper,The Gipper,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.035292177135737,0
69,Jordan Hall of Science,Jordan Hall of Science,1.0,1.0,1.0,1.0,0,1,1.0,1.0471865345850049,0
70,Green Light,Green Light,1.0,1.0,1.0,1.0,0,1,1.0,1.1314004206601207,0
71,Déjà Vu,Déjà Vu,1.0,1.0,1.0,1.0,0,1,1.0,1.0047215718719356,0
72,The First Year of Studies program,First Year of Studies program,0.8333333333333334,0.8333333333333334,1.0,0.9090909090909091,4,0,0.9398067593574524,1.136784109223603,0
73,five,five,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.2006464915403314,0
74,Lauryn Hill,Lauryn Hill,1.0,1.0,1.0,1.0,0,1,1.0,1.0009417199964277,0
75,singing and dancing,singing and dancing,1.0,1.0,1.0,1.0,0,1,1.0,1.0608099986496606,0
76,Mariah Carey,Mariah Carey,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0098689224359705,0
77,Beyoncé Giselle Knowles-Carter,Beyoncé Giselle Knowles-Carter,1.0,1.0,1.0,1.0,0,1,1.0,1.003639108642857,0
78,"September 4, 1981","September 4, 1981",1.0,1.0,1.0,1.0,0,1,1.0,1.0026953664226887,0
79,lead singer,lead singer,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.006610772536548,0
80,2003,2003,1.0,1.0,1.0,1.0,0,1,1.0,1.0556481373296025,0
81,Dangerously in Love,Dangerously in Love,1.0,1.0,1.0,1.0,0,1,1.0,1.0097078660097976,0
82,Mathew Knowles,Mathew Knowles,1.0,1.0,1.0,1.0,0,1,1.0,1.0825138843095725,0
83,ten nominations,ten,0.5,0.5,1.0,0.6666666666666666,12,0,0.4981573820114136,1.1104658679669328,0
84,a golden statue of the Virgin Mary,gold dome,0.0,0.0,0.0,0.0,27,0,0.4500391483306885,1.316177513648235,0
85,Rev. Michael J. Shea,The Rev. Michael J. Shea,0.8333333333333334,1.0,0.8333333333333334,0.9090909090909091,4,0,0.9203011393547058,1.1306376092201889,0
86,2015,2015,1.0,1.0,1.0,1.0,0,1,1.0,1.0157313634550167,0
87,Old College,Old College,1.0,1.0,1.0,1.0,0,1,1.0,1.0041054768930577,0
88,$1.2 million,$1.2 million,1.0,1.0,1.0,1.0,0,1,1.0,1.0021637311432945,0
89,Parkwood Entertainment,Parkwood Entertainment,1.0,1.0,1.0,1.0,0,1,1.0,1.004775842055644,0
90,Josephine Baker,Josephine Baker,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.004437298066228,0
91,activewear,activewear,1.0,1.0,1.0,1.0,0,1,1.0,1.388256946141484,0
92,activewear,Parkwood Topshop Athletic Ltd,0.0,0.0,0.0,0.0,26,0,0.4670970141887665,1.2232526623588844,0
93,1920,1920,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0027284701208974,0
94,Laetare Medal,Laetare Medal,1.0,1.0,1.0,1.0,0,1,1.0,1.0106603273675094,0
95,Diamonds,Diamonds,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.016472679715166,0
96,2010.,2010,0.5,0.5,1.0,0.6666666666666666,1,0,0.6241288781166077,1.0084154796733216,0
97,Beyoncé,Beyoncé,1.0,1.0,1.0,1.0,0,1,1.0,1.0028544773053616,0
98,2013,2013,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0114429599824686,0
99,2008,2008,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.1914736846224363,0
100,2010,2010,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.00392200003335,0
101,Michael Jackson,Jackson,0.5,0.5,1.0,0.6666666666666666,8,0,0.6162316203117371,2.004927803863862,0
102,NCAA Division I,NCAA Division I,1.0,1.0,1.0,1.0,0,1,1.0,1.1410834430174492,0
103,Max Scheler,Max Scheler,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0027485879597955,0
104,classics and law,classics and law,1.0,1.0,1.0,1.0,0,1,1.0,1.0489375565597683,0
105,Billboard magazine,Billboard magazine,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0460193799111943,0
106,her mother,her mother,1.0,1.0,1.0,1.0,0,1,1.0,1.0346464844561327,0
107,Farrah Franklin,Farrah Franklin,1.0,1.0,1.0,1.0,0,1,1.0,1.1618990877896018,0
108,College of Commerce,College of Commerce,1.0,1.0,1.0,1.0,0,1,1.0,1.0757239388797906,0
109,a couple of years,a couple of years,1.0,1.0,1.0,1.0,0,1,1.0,1.0333766688019803,0
110,Father James Burns,Father James Burns,1.0,1.0,1.0,1.0,0,1,1.0,1.005696938370141,0
111,boyfriend left her,Her long-standing boyfriend left her,0.6,1.0,0.6,0.7499999999999999,18,0,0.6660417914390564,1.082673166319154,0
112,split with Luckett and Rober,the split with Luckett and Roberson,0.5714285714285714,0.8,0.6666666666666666,0.7272727272727272,7,0,0.8453111052513123,1.0981246829661397,0
113,Agnèz Deréon,Agnèz Deréon,1.0,1.0,1.0,1.0,0,1,1.0,1.003077598721093,0
114,Deréon.,Deréon,0.5,0.5,1.0,0.6666666666666666,1,0,0.7575332522392273,1.0068892912526939,0
115,her mother,her mother,1.0,1.0,1.0,1.0,0,1,1.0,1.0478108402674173,0
116,First Lady Michelle Obama,Michelle Obama,0.5,0.5,1.0,0.6666666666666666,11,0,0.7972564101219177,1.1872332688780727,0
117,February 2013,February 2013,1.0,1.0,1.0,1.0,0,1,1.0,1.0165534753432084,0
118,to take control of her own career,"She commented: ""I think about Madonna and how she took all of the great things she achieved and started the label and developed other artists. But there are not enough of those women.""",0.02631578947368421,0.14285714285714285,0.03125,0.05128205128205128,158,0,0.3955164849758148,1.0693494279945037,0
119,a strong woman,the definition of inspiration and a strong woman,0.375,1.0,0.375,0.5454545454545454,34,0,0.6673164367675781,1.0599270524102713,0
120,73 million,$73 million,0.6666666666666666,1.0,0.6666666666666666,0.8,1,0,0.7748950719833374,1.0060695330627827,0
121,Summertime,Summertime,1.0,1.0,1.0,1.0,0,1,1.0,1.01380043846104,0
122,The Fighting Temptations,The Fighting Temptations,1.0,1.0,1.0,1.0,0,1,1.0,1.0052261103097797,0
123,Missy Elliott,"Missy Elliott, MC Lyte, and Free",0.2857142857142857,1.0,0.2857142857142857,0.4444444444444445,19,0,0.6255353093147278,1.0217995160630393,0
124,The Fighting Temptations,The Fighting Temptations,1.0,1.0,1.0,1.0,0,1,1.0,1.0132809598574246,0
125,2009,2009,1.0,1.0,1.0,1.0,0,1,1.0,1.002408212843722,0
126,C&A,C&A,1.0,1.0,1.0,1.0,0,1,1.0,1.0442762322741745,0
127,House of Brands,House of Brands,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.003596566232826,0
128,"May 27, 2010","May 27, 2010",1.0,1.0,1.0,1.0,0,1,1.0,1.0197380942329135,0
129,4,4,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0026954549098546,0
130,"March 30, 2015","March 30, 2015",1.0,1.0,1.0,1.0,0,1,1.0,1.0320639473395599,0
131,Aspiro,Aspiro,1.0,1.0,1.0,1.0,0,1,1.0,1.0007054388694252,0
132,Michigan Wolverines football team,Michigan Wolverines,0.5,0.5,1.0,0.6666666666666666,14,0,0.770439088344574,1.1042711483114531,0
133,"April 4, 2008","April 4, 2008",1.0,1.0,1.0,1.0,0,1,1.0,1.006174710669754,0
134,Paris.,Paris,0.5,0.5,1.0,0.6666666666666666,1,0,0.6701909899711609,1.0172547416892892,0
135,Congregation of Holy Cross,Congregation of Holy Cross,1.0,1.0,1.0,1.0,0,1,1.0,1.0327888723986667,0
136,George Zimmerman,George Zimmerman,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.0061588500055885,0
137,4 million,$4 million,0.6666666666666666,1.0,0.6666666666666666,0.8,1,0,0.7541641592979431,1.0146846584316227,0
138,a rally,a rally,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.3029461491087668,0
139,2013,2013,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0094612514424985,0
140,almost $100 million,$100 million,0.75,0.75,1.0,0.8571428571428571,7,0,0.8796620965003967,1.1241420442369758,0
141,oldest university band in continuous existence in the United States,oldest university band in continuous existence in the United States,1.0,1.0,1.0,1.0,0,1,1.0,1.042368920125402,0
142,The Pink Panther,The Pink Panther,1.0,1.0,1.0,1.0,0,1,1.0,1.0104938042613218,0
143,Shakira,Shakira,1.0,1.0,1.0,1.0,0,1,1.0,1.0004389397002944,0
144,2007,April 2007,0.5,1.0,0.5,0.6666666666666666,6,0,0.7179698348045349,1.0636994715557324,0
145,National Collegiate Athletic Association,National Collegiate Athletic Association,1.0,1.0,1.0,1.0,0,1,1.0,1.0036502442582904,0
146,1879,1879,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0075711207223035,0
147,acting,acting,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.007016805070563,0
148,Jay Z,Jay Z,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0047787338344627,0
149,B'Day,B'Day,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0092984851507827,0
150,1851–1921,1851–1921,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0080992403218008,0
151,five.,five,0.5,0.5,1.0,0.6666666666666666,1,0,0.7088813185691833,1.0861433739867368,0
152,Luther Vandross.,Luther Vandross,0.6666666666666666,0.6666666666666666,1.0,0.8,1,0,0.8861501216888428,1.0102448448511474,0
153,Crazy in Love,Crazy in Love,1.0,1.0,1.0,1.0,0,1,1.0,1.0462776412056571,0
154,The Daily Mail,The Daily Mail,1.0,1.0,1.0,1.0,0,1,1.0,1.040478855666113,0
155,praise her range and power,"her voice is ""velvety yet tart, with an insistent flutter and reserves of soul belting",0.1,0.4,0.11764705882352941,0.1818181818181818,68,0,0.42280781269073486,1.0899123887549325,0
156,influential,influential,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0595643491542515,0
157,modern-day feminist,modern-day feminist,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.2677454404070483,0
158,"love, relationships, and monogamy","love, relationships, and monogamy",1.0,1.0,1.0,1.0,0,1,1.0,1.0817022110049115,0
159,52,52,1.0,1.0,1.0,1.0,0,1,1.0,1.2043833959229207,0
160,two,two,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0679673575188309,0
161,the First Couple's first inaugural ball.,First Couple's first inaugural ball,0.75,0.75,1.0,0.8571428571428571,5,0,0.8720496892929077,1.0472071308093618,0
162,Phoenix House,Phoenix House,1.0,1.0,1.0,1.0,0,1,1.0,1.022804688868301,0
163,three,three,1.0,1.0,1.0,1.0,0,1,1.0,1.0175536158223755,0
164,Vogue,Vogue,1.0,1.0,1.0,1.0,0,1,1.0,1.0500582515501378,0
165,three,three,1.0,1.0,1.0,1.0,0,1,1.0,1.014012907387422,0
166,Coldplay,Coldplay,1.0,1.0,1.0,1.0,0,1,1.0,1.0014085164592599,0
167,three,three,1.0,1.0,1.0,1.0,0,1,1.0,1.0238676901405008,0
168,eleven,eleven,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.234106892306338,0
169,October 2001,October 2001,1.0,1.0,1.0,1.0,0,1,1.0,1.0127783395045802,0
170,The Recording Industry Association of America,The Recording Industry Association of America,1.0,1.0,1.0,1.0,0,1,1.0,1.1020734796890774,0
171,2014,2014,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0191983560798195,0
172,four,four,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.3105760265661284,0
173,Barcelona,Barcelona,1.0,1.0,1.0,1.0,0,1,1.0,1.004072918178041,0
174,2006,2006,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.033925918561279,0
175,Condoleezza Rice,Condoleezza Rice,1.0,1.0,1.0,1.0,0,1,1.0,1.004041984603105,0
176,18th overall,18th,0.5,0.5,1.0,0.6666666666666666,8,0,0.5826592445373535,1.1115007806981552,0
177,1958,1958,1.0,1.0,1.0,1.0,0,1,0.9999998211860657,1.0051536526382134,0
178,"268,000 tweets per minute","268,000 tweets per minute",1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0921696333851112,0
179,over 80%,80%,0.6666666666666666,0.6666666666666666,1.0,0.8,5,0,0.8097611665725708,1.1184541875550995,0
180,Fifty-seven,Fifty-seven,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0299837520137836,0
181,January 2013,January 2013,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0096156409365264,0
182,around 8 million copies,around 8 million,0.75,0.75,1.0,0.8571428571428571,7,0,0.8013471961021423,1.1587656397869701,0
183,a species of horse fly,Scaptia beyonceae,0.0,0.0,0.0,0.0,17,0,0.36128610372543335,1.033183797951491,0
184,Men in Black,Men in Black,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0036504673571935,0
185,Men in Black.,Men in Black,0.75,0.75,1.0,0.8571428571428571,1,0,0.8807592988014221,1.0027371858581413,0
186,Book of Isaiah.,a passage in the Book of Isaiah,0.375,0.75,0.42857142857142855,0.5454545454545454,18,0,0.6786652207374573,1.139825741545416,0
187,Pat O'Brien,Pat O'Brien,1.0,1.0,1.0,1.0,0,1,1.0,1.0009234629749049,0
188,Alliance for Catholic Education,Alliance for Catholic Education,1.0,1.0,1.0,1.0,0,1,1.0,1.042352074892328,0
189,a week-long Klavern,Klavern,0.3333333333333333,0.3333333333333333,1.0,0.5,12,0,0.6304123401641846,1.1627264774071189,0
190,the iTunes Store,the iTunes Store,1.0,1.0,1.0,1.0,0,1,1.0,1.2408732943894898,0
191,the iTunes Store,the iTunes Store,1.0,1.0,1.0,1.0,0,1,1.0,1.2609112095046129,0
192,"over 1,600","1,600",0.5,0.5,1.0,0.6666666666666666,5,0,0.8056145906448364,1.2239037395772239,0
193,Mike Brey,Mike Brey,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0016836608267345,0
194,Theodore Hesburgh Library,Theodore Hesburgh Library,1.0,1.0,1.0,1.0,0,1,1.0,1.0232617719551593,0
195,Duncan Hall,Duncan Hall,1.0,1.0,1.0,1.0,0,1,1.0,1.0075260270457944,0
196,highest-earning power couple,highest-earning power couple,1.0,1.0,1.0,1.0,0,1,1.0,1.0607958649334073,0
197,250 million,$250 million,0.6666666666666666,1.0,0.6666666666666666,0.8,1,0,0.8117700219154358,1.0320998620759012,0
198,March 2009,March 2009,1.0,1.0,1.0,1.0,0,1,1.0,1.0299802636133684,0
199,Sasha Fierce,Sasha Fierce,1.0,1.0,1.0,1.0,0,1,1.0,1.0016206065999087,0
