qid,True Answer,Predicted Answer,Jaccard,Recall,Precision,F1,EditDist,EM,BERT,Perp_ans,IDK,Time
56,New York,New York City,0.6666666666666666,1.0,0.6666666666666666,0.8,5,0,0.8204588294029236,2.0174247455000622,0,0.004649017254511515
57,French,Austria,0.0,0.0,0.0,0.0,7,0,0.555777907371521,2.723204208315276,0,0.004649017254511515
58,Osterode am Harz,IDK,0.0,0.0,0.0,0.0,16,0,0.29151907563209534,2.5215945466416114,1,0.004308553536732992
59,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.36478848306193,0,0.004308553536732992
60,Maja Odžaklievska,Maja Odaklievska,0.3333333333333333,0.5,0.5,0.5,1,0,0.9072349667549133,1.0334318583341895,0,0.006465546290079753
61,Lord Of War,Lord Of War,1.0,1.0,1.0,1.0,0,1,1.0,1.1275909788952105,0,0.006465546290079753
62,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.1481067501232676,0,0.004329198598861694
63,Xi'an,IDK,0.0,0.0,0.0,0.0,5,0,0.35676977038383484,2.0901917516712505,1,0.004329198598861694
64,Dutch,IDK,0.0,0.0,0.0,0.0,5,0,0.46985939145088196,2.5656620164014745,1,0.004297429323196411
65,Cairo,IDK,0.0,0.0,0.0,0.0,5,0,0.44083675742149353,2.4434210686123015,1,0.004297429323196411
66,John-Roger Hinkins,John-Roger Hinkins,1.0,1.0,1.0,1.0,0,1,1.0,1.1091940922871963,0,0.006135833263397217
67,Saturn In Opposition,Saturn In Opposition,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0364849515857397,0,0.006135833263397217
68,God'S Will Be Done,God'S Will Be Done,1.0,1.0,1.0,1.0,0,1,1.0,1.1041610069791996,0,0.006174798806508382
69,Closed Doors Village,Closed Doors Village,1.0,1.0,1.0,1.0,0,1,1.0,1.0428536985145223,0,0.006174798806508382
70,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.0649517504331378,0,0.005158118406931559
71,Born To Gamble,Drop Dead Darling,0.0,0.0,0.0,0.0,14,0,0.41101956367492676,1.044343612956359,0,0.005158118406931559
72,Tony Owen,Tony Owen,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.1716289059327354,0,0.0043323695659637455
73,University of British Columbia,IDK,0.0,0.0,0.0,0.0,30,0,0.25093403458595276,1.8681919222123917,1,0.0043323695659637455
74,György Enyedi,Yuri,0.0,0.0,0.0,0.0,11,0,0.2869049310684204,6.3312688284188585,0,0.00481865406036377
75,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.2827398658382154,0,0.00481865406036377
76,Night And Dawn,Night And Dawn,1.0,1.0,1.0,1.0,0,1,1.0,1.2001782141178283,0,0.004763424396514893
77,Francis William Thring,IDK,0.0,0.0,0.0,0.0,22,0,0.3830416202545166,2.452386283590715,1,0.004763424396514893
78,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.0914898246762847,0,0.004039237896601359
79,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.0514927471206652,0,0.004039237896601359
80,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.321671867717962,0,0.004207032918930054
81,Thikkodi,Delhi,0.0,0.0,0.0,0.0,7,0,0.38082292675971985,4.675937139648579,0,0.004207032918930054
82,Koch Bihar,IDK,0.0,0.0,0.0,0.0,10,0,0.44432714581489563,2.6987714652005055,1,0.006249777475992839
83,Bad Man'S River,Bad Man'S River,1.0,1.0,1.0,1.0,0,1,1.0,1.058449266353507,0,0.006249777475992839
84,Fængslende Feriedage,Ritzy,0.0,0.0,0.0,0.0,19,0,0.4222584664821625,1.213357167983909,0,0.004367542266845703
85,Austrian,Austria,0.0,0.0,0.0,0.0,1,0,0.8286513686180115,3.879536402224056,0,0.004367542266845703
86,Latvian,Russian,0.0,0.0,0.0,0.0,4,0,0.6802636384963989,2.7151862166643634,0,0.006220849355061849
87,Tag Til Marked I Fjordby,La Recta Provincia,0.0,0.0,0.0,0.0,20,0,0.34798529744148254,1.0504402163514648,0,0.006220849355061849
88,Vicente Borge,Vicente Borge,1.0,1.0,1.0,1.0,0,1,1.0,1.0802464203644127,0,0.005522398153940836
89,Matteo Furlan,Matteo Furlan,1.0,1.0,1.0,1.0,0,1,1.0,1.0321045465853373,0,0.005522398153940836
90,Phony Express,Ghosts – Italian Style,0.0,0.0,0.0,0.0,19,0,0.4526340663433075,1.0744565017588645,0,0.005793029069900512
91,"Dayton, Ohio",New York City,0.0,0.0,0.0,0.0,11,0,0.4449482858181,2.391849857815668,0,0.005793029069900512
92,Austrian,American,0.0,0.0,0.0,0.0,4,0,0.680433452129364,2.124838815148623,0,0.00625615914662679
93,Return To Cabin By The Lake,Return To Cabin By The Lake,1.0,1.0,1.0,1.0,0,1,1.0,1.0359625492443547,0,0.00625615914662679
94,Chanakya Shapatham,Somewhere In Sonora,0.0,0.0,0.0,0.0,18,0,0.2871379554271698,1.0318445673289982,0,0.005918363730112712
95,Crimean,Istanbul,0.0,0.0,0.0,0.0,8,0,0.7019686698913574,1.8814260548960067,0,0.005918363730112712
96,London,London,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,4.233279569896458,0,0.004056690136591593
97,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.1641934046156925,0,0.004056690136591593
98,Yuen Siu-tien,Freddie Roach,0.0,0.0,0.0,0.0,12,0,0.26085159182548523,2.366541833662236,0,0.00880279541015625
99,Las Tecnologías Pesqueras,Las Tecnologas Pesqueras,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,0.9661349058151245,1.0100481729062607,0,0.00880279541015625
100,Barravento,Hercules Against The Sons Of The Sun,0.0,0.0,0.0,0.0,31,0,0.28390592336654663,1.0521596682301013,0,0.008124536275863648
101,Düsseldorf,ód,0.0,0.0,0.0,0.0,9,0,0.39276382327079773,3.338984681763936,0,0.008124536275863648
102,Luzy,Paris,0.0,0.0,0.0,0.0,5,0,0.453115314245224,2.7243341926100255,0,0.005489776531855266
103,The Pocket-Knife,Two Balloons,0.0,0.0,0.0,0.0,13,0,0.43132632970809937,1.0463945754349,0,0.005489776531855266
104,no,no,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.181318201598717,0,0.007129391034444173
105,L'Eroe Sono Io,L'Eroe Sono Io,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.035722918232436,0,0.007129391034444173
106,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.0495630935197546,0,0.0041137615839640295
107,Dutch,India,0.0,0.0,0.0,0.0,5,0,0.5986505150794983,2.65296472156883,0,0.0041137615839640295
108,Miguel Augusto Prince,Juan Cruz Real,0.0,0.0,0.0,0.0,17,0,0.540061354637146,1.3387490122634593,0,0.005221356948216756
109,Scrap Heaven,Twelve Miles Out,0.0,0.0,0.0,0.0,14,0,0.37539270520210266,1.0427864988762663,0,0.005221356948216756
110,György Enyedi,IDK,0.0,0.0,0.0,0.0,13,0,0.3381762206554413,2.457420072843917,1,0.006232903401056925
111,Luca Calapai,Luca Calapai,1.0,1.0,1.0,1.0,0,1,1.0,1.0167232169905018,0,0.006232903401056925
112,Kottayam,Chennai,0.0,0.0,0.0,0.0,7,0,0.5624864101409912,2.896312723113618,0,0.004546860853830974
113,11 November 1964,1939,0.0,0.0,0.0,0.0,14,0,0.4941041171550751,7.195585228912493,0,0.004546860853830974
114,Kalabha Mazha,Kalabha Mazha,1.0,1.0,1.0,1.0,0,1,1.0,1.0214362522520641,0,0.00659070611000061
115,Elizabeth Rees-Williams,Yvonne De Carlo,0.0,0.0,0.0,0.0,19,0,0.3885134160518646,2.2616567527873035,0,0.00659070611000061
116,Key House Mirror,Key House Mirror,1.0,1.0,1.0,1.0,0,1,1.0,1.141986500761629,0,0.006825695435206096
117,When Love Sets The Fashion,When Love Sets The Fashion,1.0,1.0,1.0,1.0,0,1,1.0,1.1121286878745356,0,0.006825695435206096
118,Alyaksey Vasilewski,Alyaksey Vasilewski,1.0,1.0,1.0,1.0,0,1,1.0,1.0676721187704687,0,0.0075835605462392175
119,Pals Of The Saddle,Un Dramma Borghese,0.0,0.0,0.0,0.0,17,0,0.35941651463508606,1.0177856021175942,0,0.0075835605462392175
120,Austrian,Austria,0.0,0.0,0.0,0.0,1,0,0.8286513686180115,3.1237072647382043,0,0.006355675061543783
121,João Da Mata,Beautiful Girls (Film),0.0,0.0,0.0,0.0,20,0,0.2781899869441986,1.1436792499801376,0,0.006355675061543783
122,Big Happiness,Border Romance,0.0,0.0,0.0,0.0,13,0,0.5340439081192017,1.2221541445428228,0,0.004850427309672038
123,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.067807757628548,0,0.004850427309672038
124,New Zealand,South Korea,0.0,0.0,0.0,0.0,11,0,0.5658649206161499,2.4746452880588468,0,0.004555279016494751
125,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.3016773394738794,0,0.004555279016494751
126,Formula Of Love,Seduced And Abandoned,0.0,0.0,0.0,0.0,17,0,0.46506235003471375,1.0659329546052283,0,0.006728865702946981
127,no,no,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0395726083587802,0,0.006728865702946981
128,Gniazdo,The Summer Of Massacre,0.0,0.0,0.0,0.0,21,0,0.34070783853530884,1.1382245203073318,0,0.005578921238581339
129,no,no,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.1405355267510044,0,0.005578921238581339
130,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.0855800241095999,0,0.005691500504811605
131,Paulo Centurión,Paulo Centurión,1.0,1.0,1.0,1.0,0,1,1.0,1.0441254773566764,0,0.005691500504811605
132,Ogun State,IDK,0.0,0.0,0.0,0.0,10,0,0.3639063835144043,2.071016100642293,1,0.006432783603668213
133,Turn On To Love,The Butterfly Lifts The Cat Up,0.0,0.0,0.0,0.0,23,0,0.3060064911842346,1.0518572106309834,0,0.006432783603668213
134,"The Avenger, Zorro",The Spirit Of The Beehive,0.14285714285714285,0.25,0.25,0.25,20,0,0.46258625388145447,1.0551301263250488,0,0.0067968626817067465
135,Hot Tamale,Hot Tamale,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0582710426483652,0,0.0067968626817067465
136,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.3324723254969684,0,0.005668085813522339
137,Man Ki Jeet,Man Ki Jeet,1.0,1.0,1.0,1.0,0,1,1.0,1.088291788792765,0,0.005668085813522339
138,Return To Macon County,Nightmare Honeymoon,0.0,0.0,0.0,0.0,18,0,0.31621062755584717,1.0903040404162867,0,0.006401338179906209
139,Looking For Danger,Looking For Danger,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.137101675855741,0,0.006401338179906209
140,Australia,Taiwan,0.0,0.0,0.0,0.0,8,0,0.680069625377655,2.7617964504006522,0,0.005625989039738973
141,Men Suddenly In Love,Unearthly Stranger,0.0,0.0,0.0,0.0,16,0,0.3794420659542084,1.0821861741422816,0,0.005625989039738973
142,The Bloodsucker Leads The Dance,To Make A Killing,0.0,0.0,0.0,0.0,24,0,0.38492467999458313,1.070052393504139,0,0.005658111969629924
143,Thomas Rolfe,Roger Miret,0.0,0.0,0.0,0.0,10,0,0.5776907205581665,1.1611076097481179,0,0.005658111969629924
144,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.1361930622266472,0,0.005223917961120606
145,Cup-Tie Honeymoon,Run The Race,0.0,0.0,0.0,0.0,12,0,0.3789556324481964,1.2324066710382973,0,0.005223917961120606
146,Jim Haynes,Don Cowan,0.0,0.0,0.0,0.0,9,0,0.7056580781936646,1.2820732987455479,0,0.00502777099609375
147,Viet Nam,China,0.0,0.0,0.0,0.0,7,0,0.5588799715042114,3.468540416298095,0,0.00502777099609375
148,Nalla Thangal,Nalla Thangal,1.0,1.0,1.0,1.0,0,1,1.0,1.0170057955308185,0,0.005898481607437134
149,Ahmed III,Sultan Abdul Hamid,0.0,0.0,0.0,0.0,16,0,0.4692111611366272,2.1948815732517875,0,0.005898481607437134
150,James T. Ronald,James T. Ronald,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0775964115133991,0,0.005920819441477458
151,Canadian,American,0.0,0.0,0.0,0.0,6,0,0.7076818943023682,2.76511525201676,0,0.005920819441477458
152,Nil Tun Maung,Nil Tun Maung,1.0,1.0,1.0,1.0,0,1,1.0,1.0388689984902668,0,0.005723530054092407
153,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.1061909524443323,0,0.005723530054092407
154,Un Extraño En La Escalera,Un Extrao En La Escalera,0.6666666666666666,0.8,0.8,0.8000000000000002,1,0,0.9594613313674927,1.031675461273186,0,0.007560628652572632
155,Donogoo Tonka,The Afternoon Of A Torturer,0.0,0.0,0.0,0.0,22,0,0.3459799289703369,1.0400877750298605,0,0.007560628652572632
156,no,no,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.1319500204916102,0,0.006419485807418824
157,He Snoops To Conquer,He Snoops To Conquer,1.0,1.0,1.0,1.0,0,1,1.0,1.1053777933109024,0,0.006419485807418824
158,Lydia Flood Jackson,Lydia Flood Jackson,1.0,1.0,1.0,1.0,0,1,1.0,1.0537596294335967,0,0.005079422394434611
159,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.1038293840964244,0,0.005079422394434611
160,Baadasssss Cinema,One Woman To Another,0.0,0.0,0.0,0.0,19,0,0.25969770550727844,1.1564030590653842,0,0.005360996723175049
161,Wycliffe Juma,Nicolas Borodine,0.0,0.0,0.0,0.0,14,0,0.38666555285453796,1.1418527720488807,0,0.005360996723175049
162,"Weston-super-Mare, Somerset",IDK,0.0,0.0,0.0,0.0,27,0,0.20041492581367493,2.4297280166578843,1,0.008706047137578329
163,C. Maurice Patterson,Maj-Briht Bergström-Walan,0.0,0.0,0.0,0.0,21,0,0.41019928455352783,1.0270652909466795,0,0.008706047137578329
164,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.349037597694869,0,0.005420800050099691
165,Ridley Scott,John Plunkett,0.0,0.0,0.0,0.0,11,0,0.3451736867427826,2.537128863799861,0,0.005420800050099691
166,"Pelham, New York",New York City,0.4,0.5,0.6666666666666666,0.5714285714285715,13,0,0.6078620553016663,2.1625723482540757,0,0.005065353711446127
167,Berlin,Vienna,0.0,0.0,0.0,0.0,6,0,0.8685312867164612,5.328235228732635,0,0.005065353711446127
168,Story From Croatia,The Firm Man,0.0,0.0,0.0,0.0,13,0,0.35946667194366455,1.1338650822929,0,0.00507161815961202
169,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.1496607681509614,0,0.00507161815961202
170,American,American,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,2.47335354400216,0,0.0064536452293395994
171,Marius Mapou,Ademilson Silva Marques,0.0,0.0,0.0,0.0,17,0,0.40614137053489685,1.0455349927251585,0,0.0064536452293395994
172,Matthew Knox,Matthew Knox,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.0813356009564112,0,0.008782440423965454
173,Gulkhan-Eudokia of Georgia,elisabeth of trebizond,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,21,0,0.40169012546539307,2.138418260767347,0,0.008782440423965454
174,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.1014592427289929,0,0.006100841363271077
175,Michele Morrow,Judy Cassab,0.0,0.0,0.0,0.0,13,0,0.4901590347290039,1.0646754424467282,0,0.006100841363271077
176,Dajan Hashemi,Serge Lajeunesse,0.0,0.0,0.0,0.0,13,0,0.4006376266479492,1.1363318443932238,0,0.0060674746831258135
177,Riders Of The Badlands,More Bloody Meetings,0.0,0.0,0.0,0.0,17,0,0.3411974608898163,1.0413122880310497,0,0.0060674746831258135
178,Radmila Savićević,Bernd Meinunger,0.0,0.0,0.0,0.0,16,0,0.37479403614997864,1.1420561764933281,0,0.005461933215459188
179,Czech,Poland,0.0,0.0,0.0,0.0,6,0,0.6329498887062073,1.4333651135536198,0,0.005461933215459188
180,Lalengzama Vangchhia,Zhang Lifang,0.0,0.0,0.0,0.0,15,0,0.424003928899765,1.1049399653366956,0,0.0063150246938069666
181,Víctor Bó,Nicola Piovani,0.0,0.0,0.0,0.0,12,0,0.41913270950317383,3.899588972587256,0,0.0063150246938069666
182,Young Buffalo Bill,Young Buffalo Bill,1.0,1.0,1.0,1.0,0,1,1.0,1.188930722797752,0,0.005516896645228068
183,Dead Man,Dead Man,1.0,1.0,1.0,1.0,0,1,1.0,1.2062901581434702,0,0.005516896645228068
184,Göttingen,New York City,0.0,0.0,0.0,0.0,13,0,0.4715760350227356,2.57481131222606,0,0.0073493758837382
185,Saleh Al-Dawod,Saleh Al-Dawod,1.0,1.0,1.0,1.0,0,1,1.0,1.0804895870069142,0,0.0073493758837382
186,Keep Away From The Window,Keep Away From The Window,1.0,1.0,1.0,1.0,0,1,1.0,1.07734443866572,0,0.006163680553436279
187,A Song To Remember,Enjoy Yourselves,0.0,0.0,0.0,0.0,13,0,0.34956830739974976,1.0651998339230893,0,0.006163680553436279
188,Ross Mcmillan,Ross Mcmillan,1.0,1.0,1.0,1.0,0,1,1.0,1.0236350379004093,0,0.005390449364980062
189,New Zealand,England,0.0,0.0,0.0,0.0,7,0,0.5749562382698059,1.8096900508862173,0,0.005390449364980062
190,Prince Nikolaus Wilhelm of Nassau,Count Ivan the Terrible,0.0,0.0,0.0,0.0,26,0,0.448650062084198,1.9742959213980245,0,0.006591586271921793
191,The First Rains Of Spring,Venetian Bird,0.0,0.0,0.0,0.0,19,0,0.44020748138427734,1.0187240667790283,0,0.006591586271921793
192,Königsberg,st. helena's church,0.0,0.0,0.0,0.0,16,0,0.308055579662323,2.3741520660823414,0,0.008413223425547282
193,Elizabeth Rees-Williams,Phyllis Diller,0.0,0.0,0.0,0.0,18,0,0.3743039667606354,2.127892318811888,0,0.008413223425547282
194,Return From The Sea,Troublesome Night 14,0.0,0.0,0.0,0.0,16,0,0.380528062582016,1.0981316082665769,0,0.005344289541244507
195,American,Japan,0.0,0.0,0.0,0.0,6,0,0.5999463200569153,3.818544305734268,0,0.005344289541244507
196,St. John's,IDK,0.0,0.0,0.0,0.0,10,0,0.31193724274635315,2.596784413156416,1,0.006151258945465088
197,Scenes From A Gay Marriage,Scenes From A Gay Marriage,1.0,1.0,1.0,1.0,0,1,1.0,1.0408448589226895,0,0.006151258945465088
198,Spanish,Poland,0.0,0.0,0.0,0.0,6,0,0.5638546943664551,2.049247119318244,0,0.005490024884541829
199,Franz Limmer,Robert Glen Coe,0.0,0.0,0.0,0.0,14,0,0.5188906192779541,1.150127881343576,0,0.005490024884541829
200,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.0636274876888105,0,0.005786619583765666
201,Mimí Lazo,Mim Lazo,0.3333333333333333,0.5,0.5,0.5,1,0,0.7082200646400452,1.05822361686819,0,0.005786619583765666
202,Hradec Králové,IDK,0.0,0.0,0.0,0.0,13,0,0.2963128983974457,2.7458913915727665,1,0.005832382043202718
203,István Görgényi,Demetrious Cox,0.0,0.0,0.0,0.0,15,0,0.3899160325527191,1.108806319646126,0,0.005832382043202718
204,Mikael Judas,Prabhat Kumar Mukhopadhyaya,0.0,0.0,0.0,0.0,22,0,0.32315999269485474,1.0178291718566526,0,0.008473783731460571
205,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.1592960896032218,0,0.008473783731460571
206,Crime In The Streets,Battle For Brooklyn,0.0,0.0,0.0,0.0,19,0,0.40489479899406433,1.082741198917331,0,0.005412985881169637
207,Song Of Arizona,Texas Terrors,0.0,0.0,0.0,0.0,13,0,0.45076820254325867,1.120134831161232,0,0.005412985881169637
208,Gorka Brit,Gorka Brit,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0590057847336767,0,0.006086401144663493
209,The Emperor And His Brother,The Emperor And His Brother,1.0,1.0,1.0,1.0,0,1,1.0,1.0701132184538504,0,0.006086401144663493
210,The Carousel Of Death,The Carousel Of Death,1.0,1.0,1.0,1.0,0,1,1.0,1.0473367210347349,0,0.006972930828730265
211,Valparaíso,IDK,0.0,0.0,0.0,0.0,10,0,0.28136709332466125,2.638534008409724,1,0.006972930828730265
212,Kraków,New York City,0.0,0.0,0.0,0.0,12,0,0.4785737991333008,2.4277767727924298,0,0.0051226019859313965
213,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.109479194680505,0,0.0051226019859313965
214,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.0354123441703582,0,0.005623066425323486
