qid,True Answer,Predicted Answer,Jaccard,Recall,Precision,F1,EditDist,EM,BERT,Perp_ans,IDK,Time
24,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.0251382770492325,0,0.014392820994059245
25,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.0803410237308095,0,0.01444782813390096
26,William Henry Thompson,William Henry Thompson,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.010824243745031,0,0.015575361251831055
27,The King Of The Kickboxers,The King of the Kickboxers,0.5,0.75,0.6,0.6666666666666665,2,0,0.9999999403953552,1.023724578081246,0,0.0183296799659729
28,no,no,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.018956788515618,0,0.014590926965077718
29,Ismael Íñiguez,Ismael iguez González,0.25,0.5,0.3333333333333333,0.4,11,0,0.7497974038124084,1.0248043062852117,0,0.02233851750691732
30,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.0379952783740014,0,0.014141754309336344
31,French,French,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.103355657817223,0,0.014486583073933919
32,Girl On The Bridge,Girl on the Bridge,0.3333333333333333,0.5,0.5,0.5,2,0,1.0000001192092896,1.0202958611755912,0,0.01602991819381714
33,Khubsoorat,Khubsoorat,1.0,1.0,1.0,1.0,0,1,1.0,1.0297597373997354,0,0.01762346426645915
34,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.0798912624177455,0,0.014231208960215251
35,Les Résultats Du Féminisme,Les Résultats du féminisme,0.3333333333333333,0.5,0.5,0.5,2,0,1.0000001192092896,1.0066900527049996,0,0.02405532995859782
36,German,German,1.0,1.0,1.0,1.0,0,1,1.0,1.3541305771209806,0,0.014362466335296632
37,Honeymoons,Honeymoons,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0002418218318072,0,0.0173085888226827
38,John Hopkins The Third,Come Again Smith,0.0,0.0,0.0,0.0,16,0,0.2951589822769165,1.0682026776078681,0,0.01560151179631551
39,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.0024243485162407,0,0.014583206176757813
40,Departure Of A Grand Old Man,Departure of a Grand Old Man,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,0,1.0,1.0008607970104864,0,0.01927260955174764
41,Rona Randall,Rona Randall,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0307165482415994,0,0.01611995299657186
42,Without The King,Without the King,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,0.9999999403953552,1.000463489306743,0,0.015626275539398195
43,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.0382567655825201,0,0.014459562301635743
44,The Shanghai Story,Sudden Jim,0.0,0.0,0.0,0.0,16,0,0.49596843123435974,1.0040804529441214,0,0.01563822031021118
45,Le Droit À La Vie,Le Droit  La Vie,0.8,0.8,1.0,0.888888888888889,1,0,0.9195334911346436,1.0979561725587939,0,0.021672070026397705
46,Zdeněk Svěrák,Zdenk Svrák,0.0,0.0,0.0,0.0,2,0,0.7412217259407043,1.0009922711847226,0,0.020002750555674235
47,Every Blessed Day,Every Blessed Day,1.0,1.0,1.0,1.0,0,1,1.0,1.0005248016494281,0,0.015746915340423585
48,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.1897756925207243,0,0.014819753170013428
49,Aaj Ki Baat,Aaj Ki Baat,1.0,1.0,1.0,1.0,0,1,1.0,1.0543377118069077,0,0.020413068930308025
50,American,IDK,0.0,0.0,0.0,0.0,8,0,0.3981325328350067,1.2462444751774169,1,0.014802237351735434
51,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.0175371496477166,0,0.017146960894266764
52,Night Of The Seagulls,Night of the Seagulls,0.3333333333333333,0.5,0.5,0.5,2,0,1.0,1.0012163292782665,0,0.02067485253016154
53,For The Service,For the Service,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,1.0000001192092896,1.07244948865343,0,0.01575167179107666
54,Far Away And Long Ago,I Always Loved You,0.0,0.0,0.0,0.0,14,0,0.33769336342811584,1.1324898615184094,0,0.02012491226196289
55,Jones Morgan,Jones Morgan,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0054066508711086,0,0.017511399586995442
56,New York,"New York, New York",0.6666666666666666,1.0,0.6666666666666666,0.8,10,0,0.7868869304656982,1.0035973686891404,0,0.016861550013224282
57,French,American,0.0,0.0,0.0,0.0,6,0,0.6488026976585388,1.0524703435693739,0,0.016973769664764403
58,Osterode am Harz,Osterode am Harz,1.0,1.0,1.0,1.0,0,1,1.0,1.0001702904475132,0,0.01755489905675252
59,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.24229547035434,0,0.014804311593373616
60,Maja Odžaklievska,Maja Odaklievska,0.3333333333333333,0.5,0.5,0.5,1,0,0.9072349667549133,1.0032759322842628,0,0.02360141674677531
61,Lord Of War,Lord of War,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,1.0,1.0032130865006705,0,0.015479644139607748
62,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.0090378476263073,0,0.017167850335439046
63,Xi'an,"Xi'an, Shaanxi",0.3333333333333333,1.0,0.3333333333333333,0.5,9,0,0.7341240644454956,1.0291222984439226,0,0.019487746556599937
64,Dutch,Amsterdam,0.0,0.0,0.0,0.0,8,0,0.6909124851226807,1.5130297248815607,0,0.016965595881144206
65,Cairo,"Shobra, Cairo",0.3333333333333333,1.0,0.3333333333333333,0.5,8,0,0.6276085376739502,1.1135841816438334,0,0.01635581652323405
66,John-Roger Hinkins,John- Roger Hinkins,0.25,0.5,0.3333333333333333,0.4,1,0,1.0,1.0085321777902414,0,0.01687059799830119
67,Saturn In Opposition,Saturn in Opposition,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,0.9999999403953552,1.002030231874878,0,0.01628644069035848
68,God'S Will Be Done,God's Will Be Done,0.6666666666666666,0.8,0.8,0.8000000000000002,1,0,1.0,1.0489749142028488,0,0.021243937810262046
69,Closed Doors Village,Closed Doors Village,1.0,1.0,1.0,1.0,0,1,1.0,1.0111619473765725,0,0.01609576145807902
70,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.0077058892369017,0,0.01720965305964152
71,Born To Gamble,Born to Gamble,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,1.0,1.1511556282114277,0,0.021218661467234293
72,Tony Owen,Tony Owen,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.01037945631632,0,0.015056924025217692
73,University of British Columbia,University of British Columbia,1.0,1.0,1.0,1.0,0,1,1.0,1.0188080048506898,0,0.016016805171966554
74,György Enyedi,György Enyedi,1.0,1.0,1.0,1.0,0,1,1.0,1.0005037944980257,0,0.020544286568959555
75,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.2805232311970791,0,0.017176949977874757
76,Night And Dawn,Night and Dawn,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,1.0,1.05687178164799,0,0.018251589934031167
77,Francis William Thring,IDK,0.0,0.0,0.0,0.0,22,0,0.3830416202545166,1.8787086955703114,1,0.015165754159291585
78,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.060023064436771,0,0.017083080609639485
79,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.0103089724063978,0,0.017222956816355387
80,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.2684322613785017,0,0.017563772201538087
81,Thikkodi,Thikkodi near Calicut,0.3333333333333333,1.0,0.3333333333333333,0.5,13,0,0.7849052548408508,1.0368947357050822,0,0.024453091621398925
82,Koch Bihar,Koch Bihar,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.0741801553745438,0,0.019462716579437257
83,Bad Man'S River,Bad Man's River,0.6,0.75,0.75,0.75,1,0,1.0,1.086436333041354,0,0.020092145601908366
84,Fængslende Feriedage,Fngslende feriedage,0.0,0.0,0.0,0.0,2,0,0.8787407875061035,1.0566092685981494,0,0.02312304973602295
85,Austrian,Austrian-American,0.0,0.0,0.0,0.0,9,0,0.5762137770652771,1.0170355274856442,0,0.01925628582636515
86,Latvian,Latvian-American,0.0,0.0,0.0,0.0,9,0,0.5744038820266724,1.1531515405344703,0,0.01908852259318034
87,Tag Til Marked I Fjordby,Tag til marked i Fjordby,0.25,0.4,0.4,0.4000000000000001,3,0,1.0,1.0138668934050896,0,0.023267602920532225
88,Vicente Borge,Vicente Borge,1.0,1.0,1.0,1.0,0,1,1.0,1.1377119689870763,0,0.019261531035105386
89,Matteo Furlan,Matteo Furlan,1.0,1.0,1.0,1.0,0,1,1.0,1.0004703656033513,0,0.021048442522684733
90,Phony Express,Phony Express,1.0,1.0,1.0,1.0,0,1,1.0,1.025435597221157,0,0.01895498832066854
91,"Dayton, Ohio","Dayton, Ohio",1.0,1.0,1.0,1.0,0,1,1.0,1.0007607927974989,0,0.02020553747812907
92,Austrian,Austrian-American,0.0,0.0,0.0,0.0,9,0,0.5762137770652771,1.0027997051307018,0,0.019967710971832274
93,Return To Cabin By The Lake,Return To Cabin By The Lake,1.0,1.0,1.0,1.0,0,1,1.0,1.103437173538208,0,0.021030394236246745
94,Chanakya Shapatham,Chanakya Shapatham,1.0,1.0,1.0,1.0,0,1,1.0,1.0037900583043224,0,0.021391387780507407
95,Crimean,Crimean Khanate,0.5,1.0,0.5,0.6666666666666666,8,0,0.3830493688583374,1.0570456630077236,0,0.020191359519958495
96,London,London,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0251680662754519,0,0.017850923538208007
97,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.055386459613919,0,0.014481921990712484
98,Yuen Siu-tien,Yuen Siu-tien,1.0,1.0,1.0,1.0,0,1,1.0,1.007289513931482,0,0.020686789353688558
99,Las Tecnologías Pesqueras,Las tecnologas pesqueras,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,0,0.9661349058151245,1.0015742905727583,0,0.025753021240234375
100,Barravento,Barravento,1.0,1.0,1.0,1.0,0,1,1.0,1.0070748013017754,0,0.019483288129170735
101,Düsseldorf,"Düsseldorf, Germany",0.3333333333333333,1.0,0.3333333333333333,0.5,9,0,0.5721176862716675,1.0090768156122274,0,0.019149104754130047
102,Luzy,"Luzy, Bourgogne, France",0.25,1.0,0.25,0.4,19,0,0.37156471610069275,1.004529218745273,0,0.02237886587778727
103,The Pocket-Knife,The Pocket- knife,0.25,0.5,0.3333333333333333,0.4,2,0,0.9999999403953552,1.1127516378564668,0,0.019476711750030518
104,no,no,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.054055137411562,0,0.01752400795618693
105,L'Eroe Sono Io,L' eroe sono io,0.0,0.0,0.0,0.0,4,0,1.0000001192092896,1.009900780466331,0,0.023508350054423015
106,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.108588113864753,0,0.017560954888661703
107,Dutch,Dutch,1.0,1.0,1.0,1.0,0,1,1.0,1.0852277309959433,0,0.017504902680714925
108,Miguel Augusto Prince,Miguel Augusto Prince,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.1797673153953587,0,0.01942489544550578
109,Scrap Heaven,Scrap Heaven,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.0021426872418318,0,0.017759013175964355
110,György Enyedi,György Enyedi,1.0,1.0,1.0,1.0,0,1,1.0,1.0004746661007557,0,0.02110864718755086
111,Luca Calapai,Luca Calapai,1.0,1.0,1.0,1.0,0,1,1.0,1.0000697272893364,0,0.02113036314646403
112,Kottayam,"Kottayam, Kerala",0.3333333333333333,1.0,0.3333333333333333,0.5,8,0,0.8116962313652039,1.0600967802756829,0,0.023113652070363363
113,11 November 1964,11 November 1964,1.0,1.0,1.0,1.0,0,1,1.0,1.015511454050248,0,0.019340686003367105
114,Kalabha Mazha,Kalabha Mazha,1.0,1.0,1.0,1.0,0,1,1.0,1.0091470304666148,0,0.020061393578847248
115,Elizabeth Rees-Williams,Elizabeth Rees-Williams,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.001194881326698,0,0.022971494992574056
116,Key House Mirror,Key House Mirror,1.0,1.0,1.0,1.0,0,1,1.0,1.0001887195769699,0,0.019330652554829915
117,When Love Sets The Fashion,When Love Sets the Fashion,0.6666666666666666,0.8,0.8,0.8000000000000002,1,0,1.0,1.0750444155538414,0,0.020652441183725993
118,Alyaksey Vasilewski,Alyaksey Vasilewski,1.0,1.0,1.0,1.0,0,1,1.0,1.0065834095437713,0,0.022065297762552897
119,Pals Of The Saddle,Pals of the Saddle,0.3333333333333333,0.5,0.5,0.5,2,0,1.0,1.0074257805292648,0,0.020807031790415445
120,Austrian,Austrian-American,0.0,0.0,0.0,0.0,9,0,0.5762137770652771,1.0209835748189797,0,0.019309345881144205
121,João Da Mata,Joo da Mata,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,0,0.6049309372901917,1.001965470154375,0,0.022657310962677
122,Big Happiness,Border Romance,0.0,0.0,0.0,0.0,13,0,0.5340439081192017,1.136090797618362,0,0.019303758939107258
123,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.1903965407978916,0,0.017910301685333252
124,New Zealand,New Zealand,1.0,1.0,1.0,1.0,0,1,1.000000238418579,1.2035191508932357,0,0.018124282360076904
125,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.0030364956623081,0,0.018620272477467854
126,Formula Of Love,Formula of Love,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,1.0000001192092896,1.0012673940895431,0,0.018808388710021974
127,no,no,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.026401779668697,0,0.01732902924219767
128,Gniazdo,Gniazdo,1.0,1.0,1.0,1.0,0,1,1.0,1.002185499652982,0,0.02127199570337931
129,no,no,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.1155840855296768,0,0.01765217383702596
130,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.0502306323371182,0,0.017819921175638836
131,Paulo Centurión,Paulo Centurion,0.3333333333333333,0.5,0.5,0.5,1,0,1.0,1.005739551965709,0,0.02006897528966268
132,Ogun State,Nigerian,0.0,0.0,0.0,0.0,9,0,0.4438665807247162,1.1371841902612287,0,0.01859570344289144
133,Turn On To Love,Turn on to Love,0.3333333333333333,0.5,0.5,0.5,2,0,0.9999999403953552,1.0127309734445007,0,0.021334640185038247
134,"The Avenger, Zorro",The Spirit of the Beehive,0.125,0.25,0.2,0.22222222222222224,20,0,0.46258625388145447,1.0412239531202467,0,0.021231488386789957
135,Hot Tamale,Hot Tamale,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.000322579044168,0,0.01878697077433268
136,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.1720947202195258,0,0.0175232728322347
137,Man Ki Jeet,Man Ki Jeet,1.0,1.0,1.0,1.0,0,1,1.0,1.007273492557679,0,0.02249025503794352
138,Return To Macon County,Return to Macon County,0.6,0.75,0.75,0.75,1,0,1.0,1.0180339882146714,0,0.020190604527791343
139,Looking For Danger,Looking for Danger,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,0.9999998807907104,1.0030708252838287,0,0.01973096529642741
140,Australia,Hong Kong,0.0,0.0,0.0,0.0,9,0,0.5875968337059021,1.1413591481367669,0,0.018019076188405356
141,Men Suddenly In Love,Men Suddenly in Love,0.6,0.75,0.75,0.75,1,0,1.0,1.0015241622063848,0,0.020005122820536295
142,The Bloodsucker Leads The Dance,The Bloodsucker Leads the Dance,0.8,1.0,0.8,0.888888888888889,1,0,1.0000001192092896,1.0485486478459478,0,0.025114822387695312
143,Thomas Rolfe,Thomas Rolfe,1.0,1.0,1.0,1.0,0,1,1.0,1.0592505761429878,0,0.021583521366119386
144,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.3994613041393045,0,0.017870779832204184
145,Cup-Tie Honeymoon,Cup- Tie Honeymoon,0.25,0.5,0.3333333333333333,0.4,1,0,0.9999999403953552,1.0196860075677343,0,0.021916611989339193
146,Jim Haynes,Jim Haynes,1.0,1.0,1.0,1.0,0,1,1.0,1.0269555619560704,0,0.01893287499745687
147,Viet Nam,Viet Nam,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.0129031187754787,0,0.021478911240895588
148,Nalla Thangal,Nalla Thangal,1.0,1.0,1.0,1.0,0,1,1.0,1.01973793641063,0,0.02024996280670166
149,Ahmed III,Sultan Selim I,0.0,0.0,0.0,0.0,12,0,0.593348503112793,1.0405672418716971,0,0.021966985861460366
150,James T. Ronald,James T. Ronald,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0414967287074994,0,0.01942697763442993
151,Canadian,Canadian-American,0.0,0.0,0.0,0.0,9,0,0.6478748321533203,1.0044817510060418,0,0.01862804889678955
152,Nil Tun Maung,Nil Tun Maung,1.0,1.0,1.0,1.0,0,1,1.0,1.0040963111078802,0,0.021051291624704996
153,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.044648112999485,0,0.01830433209737142
154,Un Extraño En La Escalera,Un extrao en la escalera,0.1111111111111111,0.2,0.2,0.20000000000000004,5,0,0.9594613313674927,1.0028703258964808,0,0.024651157855987548
155,Donogoo Tonka,Donogoo Tonka,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.053721437648996,0,0.020927834510803222
156,no,no,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0782421647259564,0,0.01793569326400757
157,He Snoops To Conquer,He Snoops to Conquer,0.6,0.75,0.75,0.75,1,0,1.0,1.015534588855808,0,0.02117919127146403
158,Lydia Flood Jackson,Lydia Flood Jackson,1.0,1.0,1.0,1.0,0,1,1.0,1.0003090744611742,0,0.01868374745051066
159,yes,yes,1.0,1.0,1.0,1.0,0,1,1.0,1.0020242769344958,0,0.02027532656987508
160,Baadasssss Cinema,BaadAsssss Cinema,0.3333333333333333,0.5,0.5,0.5,1,0,1.0,1.0224377040927797,0,0.024882177511850994
161,Wycliffe Juma,Wycliffe Juma,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0506016735468466,0,0.02103865146636963
162,"Weston-super-Mare, Somerset","Weston-super-Mare, Somerset",1.0,1.0,1.0,1.0,0,1,1.0,1.0018745941042013,0,0.024044565359751382
163,C. Maurice Patterson,C. Maurice Patterson,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0682385525580627,0,0.0220884641011556
164,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.3451711466147196,0,0.01826919714609782
165,Ridley Scott,Ridley Scott,1.0,1.0,1.0,1.0,0,1,0.9999998807907104,1.0021491637968358,0,0.019596787293752034
166,"Pelham, New York","Pelham, New York, United States",0.6666666666666666,1.0,0.6666666666666666,0.8,15,0,0.8780540823936462,1.053033957843775,0,0.02197627623875936
167,Berlin,Berlin,1.0,1.0,1.0,1.0,0,1,1.0,1.379141927779069,0,0.01762473980585734
168,Story From Croatia,The Firm Man,0.0,0.0,0.0,0.0,13,0,0.35946667194366455,1.173981843835339,0,0.019173296292622884
169,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.122365669991857,0,0.017760443687438964
170,American,Canadian,0.0,0.0,0.0,0.0,6,0,0.7076818943023682,1.0073154750192967,0,0.017854098478953043
171,Marius Mapou,Ademilson Silva Marques,0.0,0.0,0.0,0.0,17,0,0.40614137053489685,1.0147057982187084,0,0.02130874792734782
172,Matthew Knox,Thomas Praytor,0.0,0.0,0.0,0.0,13,0,0.6104840636253357,1.0034835796034562,0,0.021385590235392254
173,Gulkhan-Eudokia of Georgia,Gulkhan-Eudokia of Georgia,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.022343679247784,0,0.032246100902557376
174,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.1005375408113136,0,0.018455207347869873
175,Michele Morrow,Judy Cassab,0.0,0.0,0.0,0.0,13,0,0.4901590347290039,1.021736813769658,0,0.022784785429636637
176,Dajan Hashemi,Dajan Hashemi,1.0,1.0,1.0,1.0,0,1,1.0,1.000382233815329,0,0.020915305614471434
177,Riders Of The Badlands,Riders of the Badlands,0.3333333333333333,0.5,0.5,0.5,2,0,1.0,1.136402431067777,0,0.02067859172821045
178,Radmila Savićević,Radmila Savievi,0.3333333333333333,0.5,0.5,0.5,2,0,0.796993613243103,1.0136177446467334,0,0.02195291519165039
179,Czech,Czech Republic,0.5,1.0,0.5,0.6666666666666666,9,0,0.6227434277534485,1.1010362365876876,0,0.01846454938252767
180,Lalengzama Vangchhia,Lalengzama Vangchhia,1.0,1.0,1.0,1.0,0,1,1.0,1.0005264614861835,0,0.024641585350036622
181,Víctor Bó,Vctor Bó,0.3333333333333333,0.5,0.5,0.5,1,0,0.6299509406089783,1.040049403935208,0,0.02121377388636271
182,Young Buffalo Bill,The Lacquered Box,0.0,0.0,0.0,0.0,16,0,0.3665366470813751,1.072517552033881,0,0.020888606707255047
183,Dead Man,Dead Man,1.0,1.0,1.0,1.0,0,1,1.0,1.0309656834550367,0,0.018192712465922037
184,Göttingen,Göttingen,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0007635493445706,0,0.018943254152933756
185,Saleh Al-Dawod,Augusto Vilela Gama,0.0,0.0,0.0,0.0,16,0,0.39667484164237976,1.0469572634785609,0,0.023737577597300212
186,Keep Away From The Window,Keep Away from the Window,0.42857142857142855,0.6,0.6,0.6,2,0,1.0,1.0990484087321641,0,0.020761919021606446
187,A Song To Remember,Enjoy Yourselves,0.0,0.0,0.0,0.0,13,0,0.34956830739974976,1.0037480408154278,0,0.020846553643544517
188,Ross Mcmillan,Ross McMillan,0.3333333333333333,0.5,0.5,0.5,1,0,1.0,1.0237244153645537,0,0.020633478959401447
189,New Zealand,New Zealand,1.0,1.0,1.0,1.0,0,1,1.000000238418579,1.0001193294501038,0,0.0180402676264445
190,Prince Nikolaus Wilhelm of Nassau,Prince Nikolaus Wilhelm of Nassau,1.0,1.0,1.0,1.0,0,1,1.0,1.1338883391027323,0,0.02401233116785685
191,The First Rains Of Spring,The First Rains of Spring,0.6666666666666666,0.8,0.8,0.8000000000000002,1,0,0.9999999403953552,1.0008327983019278,0,0.02209673325220744
192,Königsberg,Gurievsk near Königsberg,0.3333333333333333,1.0,0.3333333333333333,0.5,14,0,0.6776412129402161,1.0044853941968022,0,0.025697906812032063
193,Elizabeth Rees-Williams,Elizabeth Rees-Williams,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0008312595634552,0,0.02394191821416219
194,Return From The Sea,Return from the Sea,0.3333333333333333,0.5,0.5,0.5,2,0,1.0,1.0037185153656663,0,0.019828208287556968
195,American,American,1.0,1.0,1.0,1.0,0,1,1.0000001192092896,1.0536063620275857,0,0.018277486165364582
196,St. John's,"St. John's, Newfoundland",0.6,1.0,0.6,0.7499999999999999,14,0,0.6663132309913635,1.0005615711014335,0,0.023120522499084473
197,Scenes From A Gay Marriage,Scenes from a Gay Marriage,0.42857142857142855,0.6,0.6,0.6,2,0,1.0,1.0033989981461195,0,0.021924726168314614
198,Spanish,Spain,0.0,0.0,0.0,0.0,3,0,0.7875875234603882,1.2610414033990471,0,0.01785881519317627
199,Franz Limmer,Franz Limmer,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.176944176775737,0,0.019614088535308837
200,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.0134361862644587,0,0.017940970261891682
201,Mimí Lazo,Mim Lazo,0.3333333333333333,0.5,0.5,0.5,1,0,0.7082200646400452,1.0059814929095798,0,0.02325913906097412
202,Hradec Králové,"Hradec Králové, Austria-Hungary",0.5,1.0,0.5,0.6666666666666666,17,0,0.7656964063644409,1.0245947958478834,0,0.0279168963432312
203,István Görgényi,Demetrious Cox,0.0,0.0,0.0,0.0,15,0,0.3899160325527191,1.121431937366611,0,0.020389028390248618
204,Mikael Judas,Mikael Judas,1.0,1.0,1.0,1.0,0,1,1.0,1.004677126375031,0,0.022926656405131023
205,yes,no,0.0,0.0,0.0,0.0,3,0,0.7633386850357056,1.1594413593014041,0,0.018450963497161865
206,Crime In The Streets,Crime in the Streets,0.3333333333333333,0.5,0.5,0.5,2,0,1.0,1.0018332535984151,0,0.020158708095550537
207,Song Of Arizona,Texas Terrors,0.0,0.0,0.0,0.0,13,0,0.45076820254325867,1.0104794582674157,0,0.0196976105372111
208,Gorka Brit,Gorka Brit,1.0,1.0,1.0,1.0,0,1,0.9999999403953552,1.0080076589360074,0,0.02118654251098633
