qid,True Answer,Predicted Answer,Jaccard,Recall,Precision,F1,EditDist,EM,Chrf++,BERT,Perp_ans
37,The Poor Little Rich Girl,The Poor Little Rich Girl,1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0079709768914642
38,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.1452971676818635
39,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.1452015511098739
40,Sexy Cora,Sexy Cora,1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.015434704501208
41,yes,yes,1.0,1.0,1.0,1.0,0,1,0.5,1.0,1.0735867460570774
42,C. L. Franklin,C. L. Franklin,1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0030385197295126
43,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0294506706961097
44,American,American,1.0,1.0,1.0,1.0,0,1,0.875,1.0,1.1297740042326008
45,"February 28, 1910","February 28, 1910",1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.1397100311704926
46,Copenhagen,Copenhagen,1.0,1.0,1.0,1.0,0,1,0.875,0.9999998211860657,1.4002673519440414
47,Rosenda Monteros,Rosenda Monteros,1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0027163151243448
48,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0581788923448134
49,Ebru Ceylan,Ebru Ceylan,1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.005946543397644
50,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.1577443631210407
51,yes,no,0.0,0.0,0.0,0.0,3,0,0.0,0.7633388042449951,1.0182409452082333
52,yes,no,0.0,0.0,0.0,0.0,3,0,0.0,0.7633388042449951,1.0793599589637697
53,26 March 1970,21 June 1862 – 24 May 1948,0.0,0.0,0.0,0.0,20,0,0.0797801986336708,0.6142881512641907,1.195279851537416
54,yes,no,0.0,0.0,0.0,0.0,3,0,0.0,0.7633388042449951,1.0280669316820592
55,yes,no,0.0,0.0,0.0,0.0,3,0,0.0,0.7633388042449951,1.115387822563663
56,Cuore Sacro,Cuore sacro,0.3333333333333333,0.5,0.5,0.5,1,0,0.42475199699401855,1.0,1.0650419090353704
57,K. S. G. Venkatesh,K. S. G. Venkatesh,1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0043058532537892
58,yes,yes,1.0,1.0,1.0,1.0,0,1,0.5,1.0,1.106584353706235
59,Kerala,"Kerala, India",0.3333333333333333,1.0,0.3333333333333333,0.5,7,0,0.614641547203064,0.6090372800827026,1.1846917956038334
60,"July 10, 1883",1950,0.0,0.0,0.0,0.0,12,0,0.02604166604578495,0.36959052085876465,1.0286755695613392
61,29 January 1745,29 January 1745,1.0,1.0,1.0,1.0,0,1,1.0,1.0000001192092896,1.1380251990621093
62,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.015558984679023
63,Henry V of Iron,Henry VIII the Sparrow,0.14285714285714285,0.25,0.25,0.25,11,0,0.29708313941955566,0.6597884297370911,1.1477712434601635
64,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0221783193755047
65,Forbidden Paths,Forbidden Paths,1.0,1.0,1.0,1.0,0,1,1.0,1.0000001192092896,1.0026094191891215
66,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.2326594024573188
67,Hollywood,Hollywood,1.0,1.0,1.0,1.0,0,1,0.875,1.0,1.0216918502394847
68,"Marjorie, Countess of Carrick",Christina Bruce,0.0,0.0,0.0,0.0,23,0,0.06909029930830002,0.36112841963768005,1.020986390229097
69,Kulathupuzha,"Kulathupuzha, Kollam",0.3333333333333333,1.0,0.3333333333333333,0.5,8,0,0.7404850125312805,0.8456469178199768,1.0195458949214866
70,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0850792631448218
71,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0470259615906
72,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0302404715505424
73,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.3448733187990496
74,American,American,1.0,1.0,1.0,1.0,0,1,0.875,1.0,1.4445618700429712
75,yes,yes,1.0,1.0,1.0,1.0,0,1,0.5,1.0,1.0536670007072773
76,Graceland,Sarre Anglo- Saxon cemetery,0.0,0.0,0.0,0.0,23,0,0.08428029716014862,0.3642539978027344,1.0209363920123002
77,24 September 1953,24 September 1953,1.0,1.0,1.0,1.0,0,1,1.0,1.0000001192092896,1.000400796426158
78,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0248117682724605
79,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.1063025149459367
80,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0620325473345897
81,31 August 2014,31 August 2014,1.0,1.0,1.0,1.0,0,1,1.0,0.9999999403953552,1.0049746996539317
82,The White God,The White God,1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0489693247916905
83,Graceland,Sarre Anglo- Saxon cemetery,0.0,0.0,0.0,0.0,23,0,0.08428029716014862,0.3642539978027344,1.0209363920123002
84,Rome,"Rome, Italy",0.3333333333333333,1.0,0.3333333333333333,0.5,7,0,0.4096684455871582,0.5565503239631653,1.132437665774025
85,17 January 1954,17 January 1954,1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0029881444309257
86,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0805806994943212
87,Blonde Ice,Blonde Ice,1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0559553691303964
88,British,English,0.0,0.0,0.0,0.0,4,0,0.12023809552192688,0.5104753375053406,1.0545508218948232
89,The Straight Way,The Straight Way,1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0372952508160436
90,Canadian,Canadian,1.0,1.0,1.0,1.0,0,1,0.875,1.0,1.0827959300270273
91,Sabhash,Sabhash,1.0,1.0,1.0,1.0,0,1,0.875,0.9999998807907104,1.0044613175933166
92,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0608578309444754
93,Munich,Munich,1.0,1.0,1.0,1.0,0,1,0.875,1.0000001192092896,1.0667003293604447
94,Brearley School,Brearley School,1.0,1.0,1.0,1.0,0,1,1.0,0.9999999403953552,1.0471873113403403
95,Twilight On The Rio Grande,Sound of the Desert,0.0,0.0,0.0,0.0,20,0,0.06070318445563316,0.5458255410194397,1.1302000617549506
96,Los Angeles,Los Angeles,1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0547487251338188
97,Hollywood,Hollywood,1.0,1.0,1.0,1.0,0,1,0.875,1.0,1.0159252965103411
98,Dallas Pratt,Dallas Pratt,1.0,1.0,1.0,1.0,0,1,1.0,0.9999998807907104,1.0340517594905685
99,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.029024360971469
100,Amores De Ayer,Amores de ayer,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,0,0.37865257263183594,1.0,1.028428676818881
101,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0219212007102556
102,"April 6, 1937","April 6, 1937",1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0047864797283603
103,"May 26, 1900","May 26, 1900",1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0079434208980793
104,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0178867009228043
105,Wimborne,place of birth,0.0,0.0,0.0,0.0,12,0,0.07102272659540176,0.23283517360687256,1.2874432184456652
106,Wimborne,place of birth,0.0,0.0,0.0,0.0,12,0,0.07102272659540176,0.23283517360687256,1.2874432184456652
107,22 February 2019,22 February 2019,1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0644126867365509
108,"Omaha, Nebraska","Omaha, Nebraska",1.0,1.0,1.0,1.0,0,1,1.0,1.0000001192092896,1.0252608277869026
109,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0296346410198907
110,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0341891863153825
111,Grammy Award for Best New Artist,Grammy Award for Best R&B Performance by a Duo or Group with Vocals,0.23529411764705882,0.6666666666666666,0.26666666666666666,0.3809523809523809,41,0,0.5342023968696594,0.6461448073387146,1.038246363464556
112,"June 30, 1964","June 30, 1964",1.0,1.0,1.0,1.0,0,1,1.0,0.9999999403953552,1.0264894441241095
113,yes,no,0.0,0.0,0.0,0.0,3,0,0.0,0.7633388042449951,1.065874112146719
114,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.035220298555654
115,Rangoon,Rangoon,1.0,1.0,1.0,1.0,0,1,0.875,0.9999998807907104,1.291104493927906
116,31 August 1945,29 April 1925,0.0,0.0,0.0,0.0,8,0,0.05394695699214935,0.743242621421814,1.0276573469286487
117,Brooklyn,"Brooklyn, New York",0.25,1.0,0.25,0.4,10,0,0.648224413394928,0.6081642508506775,1.1304112907480217
118,Matiu Dickson,Phil Emmanuel,0.0,0.0,0.0,0.0,12,0,0.0416666679084301,0.4982198178768158,1.2287302435022245
119,"Portland, Oregon","Portland, Oregon",1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0232130451346746
120,American,American,1.0,1.0,1.0,1.0,0,1,0.875,1.0,1.022582577187146
121,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0290640776103657
122,American,American,1.0,1.0,1.0,1.0,0,1,0.875,1.0,1.0644553206050609
123,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.1498331896115306
124,Douglas,Ockeghem,0.0,0.0,0.0,0.0,7,0,0.0173611119389534,0.32130300998687744,1.2918051461320021
125,Fighting Trooper,Fighting Trooper,1.0,1.0,1.0,1.0,0,1,1.0,0.9999999403953552,1.0772601098120147
126,21 June 2001,21 June 2001,1.0,1.0,1.0,1.0,0,1,1.0,1.0000001192092896,1.0040021431466055
127,Transylvania,Hungary,0.0,0.0,0.0,0.0,10,0,0.04545454680919647,0.6681585907936096,1.2175541527338976
128,Hollywood,"September 22, 1949",0.0,0.0,0.0,0.0,18,0,0.0,0.31241005659103394,1.0813335763410334
129,Zgharta,Zgharta,1.0,1.0,1.0,1.0,0,1,0.875,1.0,1.0619810016648619
130,5 March 1953,5 March 1953,1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.1128815751403158
131,no,yes,0.0,0.0,0.0,0.0,3,0,0.0,0.7633388042449951,1.333214699887801
132,One Hundred Nails,One Hundred Nails,1.0,1.0,1.0,1.0,0,1,1.0,0.9999998807907104,1.0016379848660493
133,Washington,"Washington, D.C.",0.25,1.0,0.25,0.4,6,0,0.7360569834709167,0.4596451222896576,1.0639156360319137
134,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0268955576731942
135,Athenian,Beaulieu- sur- Loire,0.0,0.0,0.0,0.0,18,0,0.03749999776482582,0.18057118356227875,1.0146229029760865
136,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.1061286001034187
137,Seclusion Near A Forest,Seclusion Near a Forest,0.6,0.75,0.75,0.75,1,0,0.7267011404037476,1.0,1.0156316459920072
138,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.1368387557362714
139,Los Angeles,Los Angeles,1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0547487251338188
140,Davit Khutsishvili,Davit Khutsishvili,1.0,1.0,1.0,1.0,0,1,1.0,0.9999999403953552,1.0016577953771415
141,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0466876383278796
142,La Vida Alrededor,La vida alrededor,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,0,0.4416312575340271,1.0,1.0774898035814333
143,13 July 1923,IDK,0.0,0.0,0.0,0.0,12,0,0.0,0.32984235882759094,1.8189353121896539
144,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0267935789761085
145,Michelle King,Michelle King,1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0058505433505878
146,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0240614798742196
147,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0251592520213781
148,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.046021816117595
149,Danger: Diabolik,Danger: Diabolik,1.0,1.0,1.0,1.0,0,1,1.0,1.0000001192092896,1.0062459573626388
150,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.046109426960862
151,Los Angeles,West Adams district of Los Angeles,0.3333333333333333,1.0,0.3333333333333333,0.5,23,0,0.6505181193351746,0.645780086517334,1.0544283446677238
152,yes,no,0.0,0.0,0.0,0.0,3,0,0.0,0.7633388042449951,1.0946128841169855
153,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0511436661759683
154,28 September 1837,18 July 1821,0.0,0.0,0.0,0.0,12,0,0.04532967507839203,0.8457903861999512,1.066279644723575
155,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0299304485691567
156,13 October 1952,13 October 1952,1.0,1.0,1.0,1.0,0,1,1.0,1.0000001192092896,1.0020076386847827
157,Chennai,Chennai,1.0,1.0,1.0,1.0,0,1,0.875,1.0000001192092896,1.005338140886546
158,5 November 1866,5 November 1866,1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.2243654598820866
159,10 May 1899,21 June 1862 – 24 May 1948,0.1111111111111111,0.3333333333333333,0.14285714285714285,0.2,19,0,0.20245715975761414,0.6446487307548523,1.1329900303689484
160,Hilde Volk,Hilde Volk,1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0003703468024876
161,heart attack,heart attack,1.0,1.0,1.0,1.0,0,1,1.0,0.9999998807907104,1.186926137979707
162,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0371128001469003
163,yes,no,0.0,0.0,0.0,0.0,3,0,0.0,0.7633388042449951,1.096348295929586
164,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.049721907681691
165,Isaac I Komnenos,Alexios I Komnenos,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,7,0,0.5569073557853699,0.8814904093742371,1.0675334718393745
166,yes,no,0.0,0.0,0.0,0.0,3,0,0.0,0.7633388042449951,1.014997262428783
167,Tunis,Tunis,1.0,1.0,1.0,1.0,0,1,0.75,0.9999998807907104,1.007290889720748
168,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0227669928758445
169,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0361914765999487
170,Zehreela Insaan,Bert: The Last Virgin,0.0,0.0,0.0,0.0,16,0,0.059121619910001755,0.35851722955703735,1.0359886502559787
171,Polish,Ascension Island,0.0,0.0,0.0,0.0,14,0,0.06410256773233414,0.3438345193862915,1.364805313982503
172,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.2777319545549235
173,Madras,Florence,0.0,0.0,0.0,0.0,7,0,0.01953125,0.7223988175392151,1.8375123780235842
174,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0268955576731942
175,Flowers From Nice,Flowers from Nice,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,0,0.6048118472099304,1.0,1.0012847998722039
176,Bruno Millienne,Eupremio Carruezzo,0.0,0.0,0.0,0.0,14,0,0.06056103855371475,0.45409026741981506,1.0287211913882897
177,"November 21, 1972","November 21, 1972",1.0,1.0,1.0,1.0,0,1,1.0,1.0000001192092896,1.1330076960122726
178,Rangoon,Rangoon,1.0,1.0,1.0,1.0,0,1,0.875,0.9999998807907104,1.291104493927906
179,"October 26, 1912","October 26, 1912 – April 20, 1991",0.5,1.0,0.5,0.6666666666666666,17,0,0.8033701777458191,0.7199371457099915,1.1129214709724227
180,Mumbai,place of birth,0.0,0.0,0.0,0.0,13,0,0.0520833320915699,0.22749212384223938,1.3884733784304089
181,"July 21, 1899","July 21, 1899",1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0498005573116245
182,Hollywood,"Hollywood, California",0.3333333333333333,1.0,0.3333333333333333,0.5,12,0,0.6417942047119141,0.5584695339202881,1.0063604512571447
183,Swiss,Swiss,1.0,1.0,1.0,1.0,0,1,0.75,1.000000238418579,1.1518719578358794
184,Last Plane Out,The Negro,0.0,0.0,0.0,0.0,12,0,0.011160715483129025,0.34693193435668945,1.1590241844817182
185,10 November 2002,29 April 1954,0.0,0.0,0.0,0.0,14,0,0.02798507548868656,0.7719007730484009,1.2298822786186543
186,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0556774285858508
187,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0065207025757434
188,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.029636866270448
189,"November 28, 2009","November 28, 2009",1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0169482510042758
190,Chrissie White,Chrissie White,1.0,1.0,1.0,1.0,0,1,1.0,0.9999999403953552,1.0024950247350606
191,21 June 2001,21 June 2001,1.0,1.0,1.0,1.0,0,1,1.0,1.0000001192092896,1.0040021735307527
192,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0620325473345897
193,yes,no,0.0,0.0,0.0,0.0,3,0,0.0,0.7633388042449951,1.050991988267549
194,Raizdos,Cotys III,0.0,0.0,0.0,0.0,9,0,0.0347222238779068,0.5196182727813721,1.0567458555380085
195,Buenos Aires,Buenos Aires,1.0,1.0,1.0,1.0,0,1,1.0,0.9999999403953552,1.093653602126706
196,Chuck Turner,Mohamed Abdelaziz,0.0,0.0,0.0,0.0,15,0,0.02083333395421505,0.389543741941452,1.0055223989961015
197,5 October 2013,5 October 2013,1.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0019714183350097
198,no,no,1.0,1.0,1.0,1.0,0,1,0.375,0.9999998807907104,1.0361914765999487
199,Hollywood,"Hollywood, California",0.3333333333333333,1.0,0.3333333333333333,0.5,12,0,0.6417942047119141,0.5584695339202881,1.0245659596210304
